CURR_TIME,STATUS,Status code,Longitude,Latitude
2015-Mar-08 19:10:00,surfaced,1,-87.088138,29.636609
2015-Mar-08 19:10:00,surfaced,1,-86.715621,29.867057
2015-Mar-08 19:10:00,surfaced,1,-86.686887,29.899727
2015-Mar-08 19:10:00,surfaced,1,-86.668587,29.921923
2015-Mar-08 19:10:00,surfaced,1,-86.657003,29.934319
2015-Mar-08 19:10:00,surfaced,1,-86.632722,29.959701
2015-Mar-08 19:10:00,surfaced,1,-86.624635,29.966293
2015-Mar-08 19:10:00,surfaced,1,-86.623833,29.966291
2015-Mar-08 19:10:00,water column,0,-88.531704,28.760275
2015-Mar-08 19:10:00,water column,0,-88.68366,28.669002
2015-Mar-08 19:10:00,surfaced,1,-87.217213,29.560847
2015-Mar-08 19:10:00,surfaced,1,-87.158969,29.600542
2015-Mar-08 19:10:00,surfaced,1,-86.74644,29.834543
2015-Mar-08 19:10:00,surfaced,1,-86.714707,29.868519
2015-Mar-08 19:10:00,surfaced,1,-86.701714,29.883984
2015-Mar-08 19:10:00,surfaced,1,-86.698599,29.88747
2015-Mar-08 19:10:00,surfaced,1,-86.689954,29.896104
2015-Mar-08 19:10:00,surfaced,1,-86.676239,29.913658
2015-Mar-08 19:10:00,surfaced,1,-86.682005,29.905507
2015-Mar-08 19:10:00,water column,0,-88.527898,28.762626
2015-Mar-08 19:10:00,water column,0,-88.683549,28.674574
2015-Mar-08 19:10:00,surfaced,1,-87.279752,29.52218
2015-Mar-08 19:10:00,surfaced,1,-87.237776,29.550461
2015-Mar-08 19:10:00,surfaced,1,-86.761086,29.822141
2015-Mar-08 19:10:00,surfaced,1,-86.731525,29.851035
2015-Mar-08 19:10:00,surfaced,1,-86.721131,29.862063
2015-Mar-08 19:10:00,surfaced,1,-86.725845,29.855189
2015-Mar-08 19:10:00,surfaced,1,-86.715671,29.866113
2015-Mar-08 19:10:00,surfaced,1,-86.708532,29.875489
2015-Mar-08 19:10:00,surfaced,1,-86.707517,29.877114
2015-Mar-08 19:10:00,water column,0,-88.518173,28.764554
2015-Mar-08 19:10:00,water column,0,-88.67581,28.678199
2015-Mar-08 19:10:00,surfaced,1,-87.360351,29.47482
2015-Mar-08 19:10:00,surfaced,1,-87.317289,29.501867
2015-Mar-08 19:10:00,surfaced,1,-86.803053,29.787984
2015-Mar-08 19:10:00,surfaced,1,-86.766112,29.817442
2015-Mar-08 19:10:00,surfaced,1,-86.753375,29.828777
2015-Mar-08 19:10:00,surfaced,1,-86.759261,29.82175
2015-Mar-08 19:10:00,surfaced,1,-86.746837,29.833057
2015-Mar-08 19:10:00,surfaced,1,-86.738209,29.843069
2015-Mar-08 20:10:00,surfaced,1,-86.589306,30.097729
2015-Mar-08 20:10:00,water column,0,-88.61872,28.619053
2015-Mar-08 20:10:00,surfaced,1,-86.890167,29.727964
2015-Mar-08 20:10:00,surfaced,1,-86.823967,29.771044
2015-Mar-08 20:10:00,surfaced,1,-86.563304,30.066031
2015-Mar-08 20:10:00,surfaced,1,-86.574269,30.093181
2015-Mar-08 20:10:00,surfaced,1,-86.579328,30.097731
2015-Mar-08 20:10:00,surfaced,1,-86.583807,30.100158
2015-Mar-08 20:10:00,surfaced,1,-86.589231,30.101725
2015-Mar-08 20:10:00,surfaced,1,-86.590299,30.10075
2015-Mar-08 20:00:02,surfaced,1,-86.590461,30.09509
2015-Mar-08 20:10:00,surfaced,1,-86.585383,30.101238
2015-Mar-08 20:10:00,water column,0,-88.516668,28.751779
2015-Mar-08 20:10:00,water column,0,-88.646567,28.629832
2015-Mar-08 20:10:00,surfaced,1,-86.982335,29.679288
2015-Mar-08 20:10:00,surfaced,1,-86.926221,29.708548
2015-Mar-08 20:10:00,surfaced,1,-86.627596,29.968976
2015-Mar-08 20:10:00,surfaced,1,-86.603106,29.999935
2015-Mar-08 20:10:00,surfaced,1,-86.568212,30.053393
2015-Mar-08 20:10:00,surfaced,1,-86.564044,30.068763
2015-Mar-08 20:10:00,surfaced,1,-86.567446,30.079964
2015-Mar-08 20:10:00,surfaced,1,-86.574028,30.091826
2015-Mar-08 20:00:01,surfaced,1,-86.587314,30.103063
2015-Mar-08 20:00:02,surfaced,1,-86.585901,30.102868
2015-Mar-08 20:00:02,surfaced,1,-86.567182,30.079554
2015-Mar-08 20:00:02,water column,0,-88.525401,28.754541
2015-Mar-08 20:00:02,water column,0,-88.66762,28.637202
2015-Mar-08 20:00:02,surfaced,1,-87.098775,29.624186
2015-Mar-08 20:00:02,surfaced,1,-87.054707,29.645585
2015-Mar-08 20:00:02,surfaced,1,-86.614864,29.972896
2015-Mar-08 20:00:02,surfaced,1,-86.614615,29.976588
2015-Mar-08 20:00:02,surfaced,1,-86.619425,29.977192
2015-Mar-08 20:00:02,surfaced,1,-86.620081,29.977636
2015-Mar-08 20:00:02,surfaced,1,-86.622509,29.976057
2015-Mar-08 20:00:02,surfaced,1,-86.600791,30.000943
2015-Mar-08 20:00:01,surfaced,1,-86.563791,30.07702
2015-Mar-08 20:00:02,surfaced,1,-86.624069,29.975801
2015-Mar-08 20:00:02,water column,0,-88.52635,28.75638
2015-Mar-08 20:00:02,water column,0,-88.675087,28.649062
2015-Mar-08 20:00:02,surfaced,1,-87.190783,29.572673
2015-Mar-08 20:00:02,surfaced,1,-87.022798,29.663724
2015-Mar-08 20:00:02,surfaced,1,-86.672942,29.915694
2015-Mar-08 20:00:02,surfaced,1,-86.622212,29.966991
2015-Mar-08 20:00:02,surfaced,1,-86.617961,29.972302
2015-Mar-08 20:00:02,surfaced,1,-86.615542,29.974137
2015-Mar-08 20:00:02,surfaced,1,-86.615894,29.976292
2015-Mar-08 20:00:02,surfaced,1,-86.621644,29.971458
2015-Mar-08 20:00:01,surfaced,1,-86.605628,29.98831
2015-Mar-08 20:10:00,surfaced,1,-86.616167,29.975169
2015-Mar-08 20:10:00,water column,0,-88.531706,28.757866
2015-Mar-08 20:10:00,water column,0,-88.682239,28.658501
2015-Mar-08 20:10:00,surfaced,1,-87.162787,29.594157
2015-Mar-08 20:10:00,surfaced,1,-87.061393,29.648286
2015-Mar-08 20:10:00,surfaced,1,-86.706901,29.877371
2015-Mar-08 20:10:00,surfaced,1,-86.679484,29.908155
2015-Mar-08 20:10:00,surfaced,1,-86.661039,29.929477
2015-Mar-08 20:10:00,surfaced,1,-86.650294,29.940593
2015-Mar-08 20:10:00,surfaced,1,-86.625751,29.964713
2015-Mar-08 20:10:00,surfaced,1,-86.619329,29.970264
2015-Mar-08 20:10:00,surfaced,1,-86.618527,29.970262
2015-Mar-08 19:20:00,sunk,2,-88.532262,28.760174
2015-Mar-08 20:10:00,water column,0,-88.685484,28.66777
2015-Mar-08 20:10:00,surfaced,1,-87.192783,29.576612
2015-Mar-08 20:10:00,surfaced,1,-87.133215,29.614768
2015-Mar-08 20:10:00,surfaced,1,-86.735933,29.84562
2015-Mar-08 20:10:00,surfaced,1,-86.705986,29.878833
2015-Mar-08 20:10:00,surfaced,1,-86.692714,29.893687
2015-Mar-08 20:10:00,surfaced,1,-86.689543,29.897051
2015-Mar-08 20:10:00,surfaced,1,-86.682276,29.904724
2015-Mar-08 20:10:00,surfaced,1,-86.668834,29.922086
2015-Mar-08 20:10:00,surfaced,1,-86.674602,29.913935
2015-Mar-08 20:10:00,water column,0,-88.531244,28.762023
2015-Mar-08 20:10:00,water column,0,-88.685399,28.673348
2015-Mar-08 20:10:00,surfaced,1,-87.253033,29.538826
2015-Mar-08 20:10:00,surfaced,1,-87.212119,29.566719
2015-Mar-08 20:10:00,surfaced,1,-86.748658,29.833447
2015-Mar-08 20:10:00,surfaced,1,-86.721057,29.86208
2015-Mar-08 20:10:00,surfaced,1,-86.711828,29.872621
2015-Mar-08 20:10:00,surfaced,1,-86.715668,29.866112
2015-Mar-08 20:10:00,surfaced,1,-86.706951,29.876427
2015-Mar-08 20:10:00,surfaced,1,-86.69981,29.885803
2015-Mar-08 20:10:00,surfaced,1,-86.69874,29.887306
2015-Mar-08 20:10:00,water column,0,-88.521221,28.763831
2015-Mar-08 20:10:00,water column,0,-88.678487,28.676991
2015-Mar-08 20:10:00,surfaced,1,-87.333616,29.489787
2015-Mar-08 20:10:00,surfaced,1,-87.290348,29.517774
2015-Mar-08 20:10:00,surfaced,1,-86.787177,29.799595
2015-Mar-08 20:10:00,surfaced,1,-86.753301,29.828795
2015-Mar-08 20:10:00,surfaced,1,-86.7421,29.839946
2015-Mar-08 20:10:00,surfaced,1,-86.746834,29.833057
2015-Mar-08 20:10:00,surfaced,1,-86.73633,29.844134
2015-Mar-08 20:10:00,surfaced,1,-86.727721,29.85413
2015-Mar-08 21:10:00,surfaced,1,-86.587264,30.102797
2015-Mar-08 21:10:00,water column,0,-88.617336,28.616647
2015-Mar-08 21:10:00,surfaced,1,-86.868782,29.740921
2015-Mar-08 21:10:00,surfaced,1,-86.807461,29.782879
2015-Mar-08 21:10:00,surfaced,1,-86.560796,30.070481
2015-Mar-08 21:10:00,surfaced,1,-86.571486,30.098016
2015-Mar-08 21:10:00,surfaced,1,-86.577286,30.1028
2015-Mar-08 21:10:00,surfaced,1,-86.581765,30.105227
2015-Mar-08 21:10:00,surfaced,1,-86.587189,30.106794
2015-Mar-08 21:10:00,surfaced,1,-86.588257,30.105819
2015-Mar-08 21:00:02,surfaced,1,-86.588049,30.100042
2015-Mar-08 21:10:00,surfaced,1,-86.58334,30.106307
2015-Mar-08 21:10:00,water column,0,-88.520055,28.751168
2015-Mar-08 21:10:00,water column,0,-88.646038,28.628229
2015-Mar-08 21:10:00,surfaced,1,-86.95691,29.692216
2015-Mar-08 21:10:00,surfaced,1,-86.901939,29.721703
2015-Mar-08 21:10:00,surfaced,1,-86.622289,29.972947
2015-Mar-08 21:10:00,surfaced,1,-86.599007,30.003405
2015-Mar-08 21:10:00,surfaced,1,-86.564128,30.057234
2015-Mar-08 21:10:00,surfaced,1,-86.561536,30.073213
2015-Mar-08 21:10:00,surfaced,1,-86.564938,30.084415
2015-Mar-08 21:10:00,surfaced,1,-86.571246,30.09666
2015-Mar-08 21:00:01,surfaced,1,-86.585272,30.108132
2015-Mar-08 21:00:02,surfaced,1,-86.583859,30.107937
2015-Mar-08 21:00:02,surfaced,1,-86.564675,30.084004
2015-Mar-08 21:00:02,water column,0,-88.528786,28.75393
2015-Mar-08 21:00:02,water column,0,-88.667934,28.636035
2015-Mar-08 21:00:02,surfaced,1,-87.073306,29.636042
2015-Mar-08 21:00:02,surfaced,1,-87.029262,29.657587
2015-Mar-08 21:00:02,surfaced,1,-86.609558,29.976867
2015-Mar-08 21:00:02,surfaced,1,-86.609308,29.980559
2015-Mar-08 21:00:02,surfaced,1,-86.614119,29.981163
2015-Mar-08 21:00:02,surfaced,1,-86.614775,29.981607
2015-Mar-08 21:00:02,surfaced,1,-86.617202,29.980028
2015-Mar-08 21:00:02,surfaced,1,-86.596362,30.003975
2015-Mar-08 21:00:01,surfaced,1,-86.561284,30.08147
2015-Mar-08 21:00:02,surfaced,1,-86.618762,29.979773
2015-Mar-08 21:00:02,water column,0,-88.529728,28.755771
2015-Mar-08 21:00:02,water column,0,-88.675608,28.64742
2015-Mar-08 21:00:02,surfaced,1,-87.16682,29.588144
2015-Mar-08 21:00:02,surfaced,1,-86.997189,29.675607
2015-Mar-08 21:00:02,surfaced,1,-86.665508,29.923947
2015-Mar-08 21:00:02,surfaced,1,-86.616906,29.970963
2015-Mar-08 21:00:02,surfaced,1,-86.612654,29.976273
2015-Mar-08 21:00:02,surfaced,1,-86.610235,29.978108
2015-Mar-08 21:00:02,surfaced,1,-86.610587,29.980263
2015-Mar-08 21:00:02,surfaced,1,-86.616337,29.975429
2015-Mar-08 21:00:01,surfaced,1,-86.600321,29.992281
2015-Mar-08 21:10:00,surfaced,1,-86.61086,29.97914
2015-Mar-08 21:10:00,water column,0,-88.535059,28.757233
2015-Mar-08 21:10:00,water column,0,-88.682775,28.656862
2015-Mar-08 21:10:00,surfaced,1,-87.137513,29.608539
2015-Mar-08 21:10:00,surfaced,1,-87.035739,29.660196
2015-Mar-08 21:10:00,surfaced,1,-86.698068,29.887441
2015-Mar-08 21:10:00,surfaced,1,-86.67208,29.916583
2015-Mar-08 21:10:00,surfaced,1,-86.654041,29.936119
2015-Mar-08 21:10:00,surfaced,1,-86.643584,29.946867
2015-Mar-08 21:10:00,surfaced,1,-86.620445,29.968685
2015-Mar-08 21:10:00,surfaced,1,-86.614022,29.974235
2015-Mar-08 21:10:00,surfaced,1,-86.61322,29.974233
2015-Mar-08 21:10:00,water column,0,-88.687302,28.666537
2015-Mar-08 21:10:00,surfaced,1,-87.168819,29.592083
2015-Mar-08 21:10:00,surfaced,1,-87.107549,29.627818
2015-Mar-08 21:10:00,surfaced,1,-86.725459,29.856671
2015-Mar-08 21:10:00,surfaced,1,-86.697153,29.888902
2015-Mar-08 21:10:00,surfaced,1,-86.684484,29.902692
2015-Mar-08 21:10:00,surfaced,1,-86.681865,29.905671
2015-Mar-08 21:10:00,surfaced,1,-86.674872,29.913152
2015-Mar-08 21:10:00,surfaced,1,-86.661286,29.929639
2015-Mar-08 21:10:00,surfaced,1,-86.667197,29.922363
2015-Mar-08 20:30:00,sunk,2,-88.53236,28.761822
2015-Mar-08 21:10:00,water column,0,-88.687243,28.67212
2015-Mar-08 21:10:00,surfaced,1,-87.227472,29.554826
2015-Mar-08 21:10:00,surfaced,1,-87.188315,29.582205
2015-Mar-08 21:10:00,surfaced,1,-86.738152,29.844524
2015-Mar-08 21:10:00,surfaced,1,-86.711754,29.872638
2015-Mar-08 21:10:00,surfaced,1,-86.703106,29.882934
2015-Mar-08 21:10:00,surfaced,1,-86.706948,29.876426
2015-Mar-08 21:10:00,surfaced,1,-86.698173,29.886619
2015-Mar-08 21:10:00,surfaced,1,-86.690754,29.895384
2015-Mar-08 21:10:00,surfaced,1,-86.689684,29.896887
2015-Mar-08 21:10:00,water column,0,-88.524557,28.763229
2015-Mar-08 21:10:00,water column,0,-88.681156,28.675785
2015-Mar-08 21:10:00,surfaced,1,-87.30689,29.50577
2015-Mar-08 21:10:00,surfaced,1,-87.263312,29.534524
2015-Mar-08 21:10:00,surfaced,1,-86.774054,29.810842
2015-Mar-08 21:10:00,surfaced,1,-86.742026,29.839963
2015-Mar-08 21:10:00,surfaced,1,-86.731599,29.851017
2015-Mar-08 21:10:00,surfaced,1,-86.736326,29.844133
2015-Mar-08 21:10:00,surfaced,1,-86.725849,29.85519
2015-Mar-08 21:10:00,surfaced,1,-86.717252,29.865175
2015-Mar-08 22:10:00,surfaced,1,-86.585222,30.107866
2015-Mar-08 22:10:00,water column,0,-88.61595,28.614237
2015-Mar-08 22:10:00,surfaced,1,-86.848404,29.754076
2015-Mar-08 22:10:00,surfaced,1,-86.791004,29.794619
2015-Mar-08 22:10:00,surfaced,1,-86.558289,30.074932
2015-Mar-08 22:10:00,surfaced,1,-86.569444,30.103084
2015-Mar-08 22:10:00,surfaced,1,-86.575244,30.107868
2015-Mar-08 22:10:00,surfaced,1,-86.579723,30.110296
2015-Mar-08 22:10:00,surfaced,1,-86.585147,30.111863
2015-Mar-08 22:10:00,surfaced,1,-86.586215,30.110888
2015-Mar-08 22:00:02,surfaced,1,-86.586007,30.105111
2015-Mar-08 22:10:00,surfaced,1,-86.581298,30.111375
2015-Mar-08 22:10:00,water column,0,-88.523443,28.750556
2015-Mar-08 22:10:00,water column,0,-88.645245,28.62633
2015-Mar-08 22:10:00,surfaced,1,-86.932632,29.7048
2015-Mar-08 22:10:00,surfaced,1,-86.879225,29.735114
2015-Mar-08 22:10:00,surfaced,1,-86.616983,29.976918
2015-Mar-08 22:10:00,surfaced,1,-86.594578,30.006437
2015-Mar-08 22:10:00,surfaced,1,-86.560061,30.061033
2015-Mar-08 22:10:00,surfaced,1,-86.559029,30.077663
2015-Mar-08 22:10:00,surfaced,1,-86.562431,30.088865
2015-Mar-08 22:10:00,surfaced,1,-86.568957,30.101651
2015-Mar-08 22:00:01,surfaced,1,-86.583229,30.113201
2015-Mar-08 22:00:02,surfaced,1,-86.581817,30.113006
2015-Mar-08 22:00:02,surfaced,1,-86.562167,30.088455
2015-Mar-08 22:00:02,water column,0,-88.532174,28.753318
2015-Mar-08 22:00:02,water column,0,-88.668248,28.63487
2015-Mar-08 22:00:02,surfaced,1,-87.047217,29.647859
2015-Mar-08 22:00:02,surfaced,1,-87.004377,29.669816
2015-Mar-08 22:00:02,surfaced,1,-86.60425,29.980838
2015-Mar-08 22:00:02,surfaced,1,-86.604,29.984529
2015-Mar-08 22:00:02,surfaced,1,-86.608811,29.985134
2015-Mar-08 22:00:02,surfaced,1,-86.609468,29.985578
2015-Mar-08 22:00:02,surfaced,1,-86.611895,29.983999
2015-Mar-08 22:00:02,surfaced,1,-86.591934,30.007007
2015-Mar-08 22:00:01,surfaced,1,-86.558776,30.08592
2015-Mar-08 22:00:02,surfaced,1,-86.613455,29.983744
2015-Mar-08 22:00:02,water column,0,-88.533108,28.755162
2015-Mar-08 22:00:02,water column,0,-88.675992,28.646089
2015-Mar-08 22:00:02,surfaced,1,-87.142024,29.602681
2015-Mar-08 22:00:02,surfaced,1,-86.971527,29.688333
2015-Mar-08 22:00:02,surfaced,1,-86.657931,29.931325
2015-Mar-08 22:00:02,surfaced,1,-86.611599,29.974934
2015-Mar-08 22:00:02,surfaced,1,-86.607347,29.980244
2015-Mar-08 22:00:02,surfaced,1,-86.604928,29.982079
2015-Mar-08 22:00:02,surfaced,1,-86.60528,29.984234
2015-Mar-08 22:00:02,surfaced,1,-86.611031,29.9794
2015-Mar-08 22:00:01,surfaced,1,-86.594718,29.995023
2015-Mar-08 22:10:00,surfaced,1,-86.605553,29.983111
2015-Mar-08 22:10:00,water column,0,-88.53834,28.756463
2015-Mar-08 22:10:00,water column,0,-88.683308,28.655223
2015-Mar-08 22:10:00,surfaced,1,-87.111833,29.621785
2015-Mar-08 22:10:00,surfaced,1,-87.010164,29.672105
2015-Mar-08 22:10:00,surfaced,1,-86.689012,29.897022
2015-Mar-08 22:10:00,surfaced,1,-86.664617,29.924661
2015-Mar-08 22:10:00,surfaced,1,-86.647331,29.942393
2015-Mar-08 22:10:00,surfaced,1,-86.636873,29.95314
2015-Mar-08 22:10:00,surfaced,1,-86.615138,29.972656
2015-Mar-08 22:10:00,surfaced,1,-86.608715,29.978206
2015-Mar-08 22:10:00,surfaced,1,-86.607913,29.978204
2015-Mar-08 22:10:00,water column,0,-88.688898,28.665105
2015-Mar-08 22:10:00,surfaced,1,-87.143843,29.606673
2015-Mar-08 22:10:00,surfaced,1,-87.081017,29.639921
2015-Mar-08 22:10:00,surfaced,1,-86.715281,29.867594
2015-Mar-08 22:10:00,surfaced,1,-86.688097,29.898483
2015-Mar-08 22:10:00,surfaced,1,-86.677081,29.91112
2015-Mar-08 22:10:00,surfaced,1,-86.674461,29.914099
2015-Mar-08 22:10:00,surfaced,1,-86.667467,29.92158
2015-Mar-08 22:10:00,surfaced,1,-86.654432,29.936097
2015-Mar-08 22:10:00,surfaced,1,-86.65962,29.929741
2015-Mar-08 22:10:00,water column,0,-88.68908,28.670891
2015-Mar-08 22:10:00,surfaced,1,-87.202469,29.570874
2015-Mar-08 22:10:00,surfaced,1,-87.164349,29.597676
2015-Mar-08 22:10:00,surfaced,1,-86.727664,29.855585
2015-Mar-08 22:10:00,surfaced,1,-86.703032,29.882952
2015-Mar-08 22:10:00,surfaced,1,-86.694162,29.892759
2015-Mar-08 22:10:00,surfaced,1,-86.69817,29.886618
2015-Mar-08 22:10:00,surfaced,1,-86.689118,29.8962
2015-Mar-08 22:10:00,surfaced,1,-86.6828,29.904196
2015-Mar-08 22:10:00,surfaced,1,-86.682005,29.905507
2015-Mar-08 22:10:00,water column,0,-88.527898,28.762626
2015-Mar-08 22:10:00,water column,0,-88.683549,28.674574
2015-Mar-08 22:10:00,surfaced,1,-87.279752,29.52218
2015-Mar-08 22:10:00,surfaced,1,-87.237776,29.550461
2015-Mar-08 22:10:00,surfaced,1,-86.761086,29.822141
2015-Mar-08 22:10:00,surfaced,1,-86.731525,29.851035
2015-Mar-08 22:10:00,surfaced,1,-86.721131,29.862063
2015-Mar-08 22:10:00,surfaced,1,-86.725845,29.855189
2015-Mar-08 22:10:00,surfaced,1,-86.715671,29.866113
2015-Mar-08 22:10:00,surfaced,1,-86.708532,29.875489
2015-Mar-08 23:10:00,surfaced,1,-86.583179,30.112935
2015-Mar-08 23:10:00,water column,0,-88.612855,28.609589
2015-Mar-08 23:10:00,surfaced,1,-86.828625,29.767148
2015-Mar-08 23:10:00,surfaced,1,-86.776786,29.805998
2015-Mar-08 23:10:00,surfaced,1,-86.555781,30.079382
2015-Mar-08 23:10:00,surfaced,1,-86.567383,30.10805
2015-Mar-08 23:10:00,surfaced,1,-86.573201,30.112937
2015-Mar-08 23:10:00,surfaced,1,-86.57768,30.115364
2015-Mar-08 23:10:00,surfaced,1,-86.583105,30.116932
2015-Mar-08 23:10:00,surfaced,1,-86.584173,30.115957
2015-Mar-08 23:00:02,surfaced,1,-86.583965,30.11018
2015-Mar-08 23:10:00,surfaced,1,-86.579256,30.116444
2015-Mar-08 23:10:00,water column,0,-88.526832,28.749943
2015-Mar-08 23:10:00,water column,0,-88.644449,28.624426
2015-Mar-08 23:10:00,surfaced,1,-86.90835,29.717956
2015-Mar-08 23:10:00,surfaced,1,-86.859005,29.747772
2015-Mar-08 23:10:00,surfaced,1,-86.611676,29.98089
2015-Mar-08 23:10:00,surfaced,1,-86.590149,30.009469
2015-Mar-08 23:10:00,surfaced,1,-86.556254,30.06494
2015-Mar-08 23:10:00,surfaced,1,-86.556521,30.082113
2015-Mar-08 23:10:00,surfaced,1,-86.559923,30.093316
2015-Mar-08 23:10:00,surfaced,1,-86.566879,30.106513
2015-Mar-08 23:00:01,surfaced,1,-86.581187,30.11827
2015-Mar-08 23:00:02,surfaced,1,-86.579774,30.118075
2015-Mar-08 23:00:02,surfaced,1,-86.559659,30.092905
2015-Mar-08 23:00:02,water column,0,-88.535545,28.752655
2015-Mar-08 23:00:02,water column,0,-88.668561,28.633708
2015-Mar-08 23:00:02,surfaced,1,-87.022189,29.660044
2015-Mar-08 23:00:02,surfaced,1,-86.978685,29.682383
2015-Mar-08 23:00:02,surfaced,1,-86.598845,29.984399
2015-Mar-08 23:00:02,surfaced,1,-86.598595,29.98809
2015-Mar-08 23:00:02,surfaced,1,-86.603504,29.989104
2015-Mar-08 23:00:02,surfaced,1,-86.60416,29.989549
2015-Mar-08 23:00:02,surfaced,1,-86.606588,29.98797
2015-Mar-08 23:00:02,surfaced,1,-86.587504,30.010039
2015-Mar-08 23:00:01,surfaced,1,-86.556268,30.090371
2015-Mar-08 23:00:02,surfaced,1,-86.608148,29.987715
2015-Mar-08 23:00:02,water column,0,-88.536455,28.754473
2015-Mar-08 23:00:02,water column,0,-88.676308,28.644916
2015-Mar-08 23:00:02,surfaced,1,-87.116331,29.616123
2015-Mar-08 23:00:02,surfaced,1,-86.946683,29.701316
2015-Mar-08 23:00:02,surfaced,1,-86.651222,29.937599
2015-Mar-08 23:00:02,surfaced,1,-86.606292,29.978904
2015-Mar-08 23:00:02,surfaced,1,-86.60204,29.984214
2015-Mar-08 23:00:02,surfaced,1,-86.599571,29.985845
2015-Mar-08 23:00:02,surfaced,1,-86.599924,29.987999
2015-Mar-08 23:00:02,surfaced,1,-86.605723,29.983371
2015-Mar-08 23:00:01,surfaced,1,-86.589115,29.997764
2015-Mar-08 23:10:00,surfaced,1,-86.600196,29.986877
2015-Mar-08 23:10:00,water column,0,-88.541629,28.755692
2015-Mar-08 23:10:00,water column,0,-88.683837,28.653583
2015-Mar-08 23:10:00,surfaced,1,-87.086264,29.634238
2015-Mar-08 23:10:00,surfaced,1,-86.984408,29.684352
2015-Mar-08 23:10:00,surfaced,1,-86.681333,29.905642
2015-Mar-08 23:10:00,surfaced,1,-86.65704,29.932039
2015-Mar-08 23:10:00,surfaced,1,-86.640621,29.948666
2015-Mar-08 23:10:00,surfaced,1,-86.630032,29.958783
2015-Mar-08 23:10:00,surfaced,1,-86.609831,29.976627
2015-Mar-08 23:10:00,surfaced,1,-86.603408,29.982177
2015-Mar-08 23:10:00,surfaced,1,-86.602606,29.982175
2015-Mar-08 23:10:00,water column,0,-88.690069,28.663538
2015-Mar-08 23:10:00,surfaced,1,-87.118133,29.62031
2015-Mar-08 23:10:00,surfaced,1,-87.054709,29.651692
2015-Mar-08 23:10:00,surfaced,1,-86.706561,29.877908
2015-Mar-08 23:10:00,surfaced,1,-86.680694,29.906911
2015-Mar-08 23:10:00,surfaced,1,-86.669676,29.919548
2015-Mar-08 23:10:00,surfaced,1,-86.667056,29.922527
2015-Mar-08 23:10:00,surfaced,1,-86.65989,29.928958
2015-Mar-08 23:10:00,surfaced,1,-86.647723,29.942371
2015-Mar-08 23:10:00,surfaced,1,-86.652766,29.936199
2015-Mar-08 23:10:00,water column,0,-88.69091,28.66966
2015-Mar-08 23:10:00,surfaced,1,-87.178559,29.58635
2015-Mar-08 23:10:00,surfaced,1,-87.138597,29.611903
2015-Mar-08 23:10:00,surfaced,1,-86.717486,29.866508
2015-Mar-08 23:10:00,surfaced,1,-86.694088,29.892777
2015-Mar-08 23:10:00,surfaced,1,-86.685933,29.901764
2015-Mar-08 23:10:00,surfaced,1,-86.689114,29.896199
2015-Mar-08 23:10:00,surfaced,1,-86.681439,29.90482
2015-Mar-08 23:10:00,surfaced,1,-86.675397,29.912624
2015-Mar-08 23:10:00,surfaced,1,-86.674602,29.913935
2015-Mar-08 23:10:00,water column,0,-88.531244,28.762023
2015-Mar-08 23:10:00,water column,0,-88.685399,28.673348
2015-Mar-08 23:10:00,surfaced,1,-87.253033,29.538826
2015-Mar-08 23:10:00,surfaced,1,-87.212119,29.566719
2015-Mar-08 23:10:00,surfaced,1,-86.748658,29.833447
2015-Mar-08 23:10:00,surfaced,1,-86.721057,29.86208
2015-Mar-08 23:10:00,surfaced,1,-86.711828,29.872621
2015-Mar-08 23:10:00,surfaced,1,-86.715668,29.866112
2015-Mar-08 23:10:00,surfaced,1,-86.706951,29.876427
2015-Mar-08 23:10:00,surfaced,1,-86.69981,29.885803
2015-Mar-09 00:10:00,surfaced,1,-86.581137,30.118004
2015-Mar-09 00:10:00,water column,0,-88.609413,28.604491
2015-Mar-09 00:10:00,surfaced,1,-86.81212,29.778984
2015-Mar-09 00:10:00,surfaced,1,-86.763713,29.817262
2015-Mar-09 00:10:00,surfaced,1,-86.553273,30.083832
2015-Mar-09 00:10:00,surfaced,1,-86.565235,30.112499
2015-Mar-09 00:10:00,surfaced,1,-86.571158,30.118006
2015-Mar-09 00:10:00,surfaced,1,-86.575637,30.120433
2015-Mar-09 00:10:00,surfaced,1,-86.581062,30.122001
2015-Mar-09 00:10:00,surfaced,1,-86.58213,30.121026
2015-Mar-09 00:00:02,surfaced,1,-86.581923,30.115249
2015-Mar-09 00:10:00,surfaced,1,-86.577213,30.121513
2015-Mar-09 00:10:00,water column,0,-88.530223,28.749329
2015-Mar-09 00:10:00,water column,0,-88.643649,28.622518
2015-Mar-09 00:10:00,surfaced,1,-86.884306,29.73182
2015-Mar-09 00:10:00,surfaced,1,-86.838573,29.761093
2015-Mar-09 00:10:00,surfaced,1,-86.606369,29.98486
2015-Mar-09 00:10:00,surfaced,1,-86.58572,30.012501
2015-Mar-09 00:10:00,surfaced,1,-86.553746,30.06939
2015-Mar-09 00:10:00,surfaced,1,-86.554013,30.086564
2015-Mar-09 00:10:00,surfaced,1,-86.557415,30.097766
2015-Mar-09 00:10:00,surfaced,1,-86.56473,30.110963
2015-Mar-09 00:00:01,surfaced,1,-86.579144,30.123339
2015-Mar-09 00:00:02,surfaced,1,-86.577731,30.123144
